method,seed_track_id,seed_label,position,track_id,track_label,similarity_to_seed,similarity_to_previous
classification_embedding,blues/blues.00008,blues,1,blues/blues.00008,blues,1.0000001192092896,1.0
classification_embedding,blues/blues.00008,blues,2,blues/blues.00057,blues,0.9403024315834045,0.9403024315834045
classification_embedding,blues/blues.00008,blues,3,blues/blues.00050,blues,0.9179496765136719,0.8969866633415222
classification_embedding,blues/blues.00008,blues,4,blues/blues.00055,blues,0.8712987899780273,0.9334995746612549
classification_embedding,blues/blues.00008,blues,5,blues/blues.00058,blues,0.8402186632156372,0.9182115197181702
classification_embedding,blues/blues.00008,blues,6,blues/blues.00059,blues,0.7020572423934937,0.9023692607879639
classification_embedding,blues/blues.00008,blues,7,blues/blues.00053,blues,0.7614297866821289,0.8892608284950256
classification_embedding,blues/blues.00008,blues,8,blues/blues.00060,blues,0.7287312150001526,0.9103031158447266
classification_embedding,blues/blues.00008,blues,9,blues/blues.00051,blues,0.5501952171325684,0.9199402928352356
classification_embedding,blues/blues.00008,blues,10,blues/blues.00073,blues,0.5407016277313232,0.8851621747016907
classification_embedding,classical/classical.00077,classical,1,classical/classical.00077,classical,1.0000001192092896,1.0
classification_embedding,classical/classical.00077,classical,2,classical/classical.00075,classical,0.9445410370826721,0.9445410370826721
classification_embedding,classical/classical.00077,classical,3,classical/classical.00037,classical,0.8921259641647339,0.929967999458313
classification_embedding,classical/classical.00077,classical,4,classical/classical.00034,classical,0.7958085536956787,0.9168566465377808
classification_embedding,classical/classical.00077,classical,5,classical/classical.00022,classical,0.7445127367973328,0.960906982421875
classification_embedding,classical/classical.00077,classical,6,classical/classical.00017,classical,0.7246120572090149,0.9731352925300598
classification_embedding,classical/classical.00077,classical,7,classical/classical.00062,classical,0.5738011598587036,0.878818690776825
classification_embedding,classical/classical.00077,classical,8,classical/classical.00059,classical,0.5708720684051514,0.8973768949508667
classification_embedding,classical/classical.00077,classical,9,jazz/jazz.00001,jazz,0.4638673961162567,0.8230182528495789
classification_embedding,classical/classical.00077,classical,10,jazz/jazz.00041,jazz,0.4154420793056488,0.8268173933029175
classification_embedding,country/country.00065,country,1,country/country.00065,country,0.9999999403953552,1.0
classification_embedding,country/country.00065,country,2,country/country.00093,country,0.929029107093811,0.929029107093811
classification_embedding,country/country.00065,country,3,country/country.00047,country,0.8953114748001099,0.934173583984375
classification_embedding,country/country.00065,country,4,country/country.00098,country,0.8857231736183167,0.9148221015930176
classification_embedding,country/country.00065,country,5,country/country.00087,country,0.8136969804763794,0.8830588459968567
classification_embedding,country/country.00065,country,6,country/country.00012,country,0.7657591104507446,0.9439822435379028
classification_embedding,country/country.00065,country,7,country/country.00049,country,0.7255580425262451,0.8954936265945435
classification_embedding,country/country.00065,country,8,country/country.00015,country,0.6257098913192749,0.8659295439720154
classification_embedding,country/country.00065,country,9,country/country.00072,country,0.6021451354026794,0.8726494908332825
classification_embedding,country/country.00065,country,10,country/country.00077,country,0.5697237253189087,0.9369596838951111
classification_embedding,disco/disco.00043,disco,1,disco/disco.00043,disco,0.9999997019767761,1.0
classification_embedding,disco/disco.00043,disco,2,disco/disco.00007,disco,0.9545379877090454,0.9545379877090454
classification_embedding,disco/disco.00043,disco,3,disco/disco.00035,disco,0.9253396987915039,0.9516432285308838
classification_embedding,disco/disco.00043,disco,4,disco/disco.00026,disco,0.8760179877281189,0.9648877382278442
classification_embedding,disco/disco.00043,disco,5,disco/disco.00029,disco,0.818927526473999,0.939276397228241
classification_embedding,disco/disco.00043,disco,6,disco/disco.00012,disco,0.8241425156593323,0.9466355443000793
classification_embedding,disco/disco.00043,disco,7,disco/disco.00073,disco,0.7612888216972351,0.9127146601676941
classification_embedding,disco/disco.00043,disco,8,disco/disco.00052,disco,0.7637937068939209,0.947258472442627
classification_embedding,disco/disco.00043,disco,9,disco/disco.00051,disco,0.7694175839424133,0.9701451063156128
classification_embedding,disco/disco.00043,disco,10,disco/disco.00050,disco,0.7980773448944092,0.9879632592201233
classification_embedding,hiphop/hiphop.00043,hiphop,1,hiphop/hiphop.00043,hiphop,0.9999998807907104,1.0
classification_embedding,hiphop/hiphop.00043,hiphop,2,hiphop/hiphop.00048,hiphop,0.9432546496391296,0.9432546496391296
classification_embedding,hiphop/hiphop.00043,hiphop,3,hiphop/hiphop.00065,hiphop,0.9116373658180237,0.9638718366622925
classification_embedding,hiphop/hiphop.00043,hiphop,4,hiphop/hiphop.00073,hiphop,0.8793799877166748,0.9262105226516724
classification_embedding,hiphop/hiphop.00043,hiphop,5,hiphop/hiphop.00047,hiphop,0.8619903922080994,0.9455800652503967
classification_embedding,hiphop/hiphop.00043,hiphop,6,pop/pop.00097,pop,0.8018854856491089,0.9262679219245911
classification_embedding,hiphop/hiphop.00043,hiphop,7,reggae/reggae.00087,reggae,0.7643582820892334,0.9485983848571777
classification_embedding,hiphop/hiphop.00043,hiphop,8,pop/pop.00050,pop,0.7276772260665894,0.928880512714386
classification_embedding,hiphop/hiphop.00043,hiphop,9,pop/pop.00075,pop,0.6787598133087158,0.9739930033683777
classification_embedding,hiphop/hiphop.00043,hiphop,10,reggae/reggae.00061,reggae,0.6347920894622803,0.9637887477874756
classification_embedding,jazz/jazz.00086,jazz,1,jazz/jazz.00086,jazz,1.0000001192092896,1.0
classification_embedding,jazz/jazz.00086,jazz,2,jazz/jazz.00079,jazz,0.8426894545555115,0.8426894545555115
classification_embedding,jazz/jazz.00086,jazz,3,jazz/jazz.00085,jazz,0.8010813593864441,0.8725169897079468
classification_embedding,jazz/jazz.00086,jazz,4,jazz/jazz.00084,jazz,0.7646194696426392,0.8925215005874634
classification_embedding,jazz/jazz.00086,jazz,5,jazz/jazz.00083,jazz,0.7346682548522949,0.8566870093345642
classification_embedding,jazz/jazz.00086,jazz,6,jazz/jazz.00056,jazz,0.5826256275177002,0.8577826023101807
classification_embedding,jazz/jazz.00086,jazz,7,jazz/jazz.00063,jazz,0.5949061512947083,0.7929583191871643
classification_embedding,jazz/jazz.00086,jazz,8,jazz/jazz.00038,jazz,0.5106343626976013,0.8671477437019348
classification_embedding,jazz/jazz.00086,jazz,9,jazz/jazz.00062,jazz,0.5382789373397827,0.9896591901779175
classification_embedding,jazz/jazz.00086,jazz,10,jazz/jazz.00029,jazz,0.4928324222564697,0.9163318872451782
classification_embedding,metal/metal.00008,metal,1,metal/metal.00008,metal,1.0,1.0
classification_embedding,metal/metal.00008,metal,2,metal/metal.00078,metal,0.9003899693489075,0.9003899693489075
classification_embedding,metal/metal.00008,metal,3,metal/metal.00033,metal,0.8848389387130737,0.937321126461029
classification_embedding,metal/metal.00008,metal,4,metal/metal.00031,metal,0.8662755489349365,0.9601876139640808
classification_embedding,metal/metal.00008,metal,5,metal/metal.00021,metal,0.8080626130104065,0.9742338061332703
classification_embedding,metal/metal.00008,metal,6,metal/metal.00047,metal,0.7820531725883484,0.985375702381134
classification_embedding,metal/metal.00008,metal,7,metal/metal.00014,metal,0.7196913957595825,0.9721648693084717
classification_embedding,metal/metal.00008,metal,8,metal/metal.00012,metal,0.7122675180435181,0.9630183577537537
classification_embedding,metal/metal.00008,metal,9,metal/metal.00026,metal,0.6466124653816223,0.9360060095787048
classification_embedding,metal/metal.00008,metal,10,metal/metal.00028,metal,0.7077707648277283,0.9188497066497803
classification_embedding,pop/pop.00069,pop,1,pop/pop.00069,pop,0.9999998807907104,1.0
classification_embedding,pop/pop.00069,pop,2,pop/pop.00037,pop,0.9148027896881104,0.9148027896881104
classification_embedding,pop/pop.00069,pop,3,hiphop/hiphop.00031,hiphop,0.9061292409896851,0.9573264718055725
classification_embedding,pop/pop.00069,pop,4,pop/pop.00044,pop,0.8534701466560364,0.9370073080062866
classification_embedding,pop/pop.00069,pop,5,pop/pop.00070,pop,0.8461661338806152,0.9703198075294495
classification_embedding,pop/pop.00069,pop,6,pop/pop.00002,pop,0.8313422799110413,0.975723385810852
classification_embedding,pop/pop.00069,pop,7,pop/pop.00018,pop,0.778516411781311,0.982187807559967
classification_embedding,pop/pop.00069,pop,8,pop/pop.00036,pop,0.744157612323761,0.9425429701805115
classification_embedding,pop/pop.00069,pop,9,pop/pop.00050,pop,0.7187365889549255,0.969253659248352
classification_embedding,pop/pop.00069,pop,10,reggae/reggae.00061,reggae,0.6665002107620239,0.9411319494247437
classification_embedding,reggae/reggae.00020,reggae,1,reggae/reggae.00020,reggae,1.0,1.0
classification_embedding,reggae/reggae.00020,reggae,2,reggae/reggae.00003,reggae,0.9661622047424316,0.9661622047424316
classification_embedding,reggae/reggae.00020,reggae,3,reggae/reggae.00033,reggae,0.9186491966247559,0.9443114995956421
classification_embedding,reggae/reggae.00020,reggae,4,reggae/reggae.00029,reggae,0.8777893781661987,0.9572734236717224
classification_embedding,reggae/reggae.00020,reggae,5,reggae/reggae.00032,reggae,0.8586295247077942,0.9527369141578674
classification_embedding,reggae/reggae.00020,reggae,6,reggae/reggae.00035,reggae,0.9189134240150452,0.959300696849823
classification_embedding,reggae/reggae.00020,reggae,7,reggae/reggae.00096,reggae,0.8597883582115173,0.9086729288101196
classification_embedding,reggae/reggae.00020,reggae,8,reggae/reggae.00085,reggae,0.8113821744918823,0.9727900624275208
classification_embedding,reggae/reggae.00020,reggae,9,blues/blues.00000,blues,0.7417651414871216,0.8710950613021851
classification_embedding,reggae/reggae.00020,reggae,10,blues/blues.00050,blues,0.6501914858818054,0.821514904499054
classification_embedding,rock/rock.00009,rock,1,rock/rock.00009,rock,0.9999998807907104,1.0
classification_embedding,rock/rock.00009,rock,2,rock/rock.00033,rock,0.8586840033531189,0.8586840033531189
classification_embedding,rock/rock.00009,rock,3,rock/rock.00007,rock,0.8474990725517273,0.844353199005127
classification_embedding,rock/rock.00009,rock,4,country/country.00073,country,0.8081082105636597,0.935632050037384
classification_embedding,rock/rock.00009,rock,5,country/country.00055,country,0.7956947684288025,0.934450626373291
classification_embedding,rock/rock.00009,rock,6,country/country.00050,country,0.752361536026001,0.9629354476928711
classification_embedding,rock/rock.00009,rock,7,country/country.00058,country,0.7324320673942566,0.9546684622764587
classification_embedding,rock/rock.00009,rock,8,country/country.00031,country,0.6552067995071411,0.9227142930030823
classification_embedding,rock/rock.00009,rock,9,country/country.00000,country,0.6136587858200073,0.9577035307884216
classification_embedding,rock/rock.00009,rock,10,country/country.00007,country,0.5538873076438904,0.9454627633094788
triplet_embedding,blues/blues.00008,blues,1,blues/blues.00008,blues,0.9999999403953552,1.0
triplet_embedding,blues/blues.00008,blues,2,blues/blues.00000,blues,0.9821543097496033,0.9821543097496033
triplet_embedding,blues/blues.00008,blues,3,jazz/jazz.00032,jazz,0.9621753692626953,0.992004930973053
triplet_embedding,blues/blues.00008,blues,4,jazz/jazz.00033,jazz,0.9607118368148804,0.9904689192771912
triplet_embedding,blues/blues.00008,blues,5,jazz/jazz.00098,jazz,0.9251629710197449,0.9818511009216309
triplet_embedding,blues/blues.00008,blues,6,jazz/jazz.00029,jazz,0.9102083444595337,0.9919434189796448
triplet_embedding,blues/blues.00008,blues,7,jazz/jazz.00073,jazz,0.9031421542167664,0.9872764945030212
triplet_embedding,blues/blues.00008,blues,8,jazz/jazz.00075,jazz,0.8846614360809326,0.9941599369049072
triplet_embedding,blues/blues.00008,blues,9,jazz/jazz.00069,jazz,0.8755267858505249,0.9975003004074097
triplet_embedding,blues/blues.00008,blues,10,jazz/jazz.00011,jazz,0.8598249554634094,0.9893971085548401
triplet_embedding,classical/classical.00077,classical,1,classical/classical.00077,classical,1.0000001192092896,1.0
triplet_embedding,classical/classical.00077,classical,2,classical/classical.00001,classical,0.9649913311004639,0.9649913311004639
triplet_embedding,classical/classical.00077,classical,3,classical/classical.00042,classical,0.8958914875984192,0.9670200347900391
triplet_embedding,classical/classical.00077,classical,4,classical/classical.00045,classical,0.8123804330825806,0.9617176651954651
triplet_embedding,classical/classical.00077,classical,5,jazz/jazz.00002,jazz,0.7661327123641968,0.9740264415740967
triplet_embedding,classical/classical.00077,classical,6,country/country.00017,country,0.687766432762146,0.9814811944961548
triplet_embedding,classical/classical.00077,classical,7,country/country.00008,country,0.6110451817512512,0.9505333304405212
triplet_embedding,classical/classical.00077,classical,8,rock/rock.00060,rock,0.5657199621200562,0.96507328748703
triplet_embedding,classical/classical.00077,classical,9,country/country.00018,country,0.5281957983970642,0.9861847162246704
triplet_embedding,classical/classical.00077,classical,10,jazz/jazz.00076,jazz,0.4601288437843323,0.981567919254303
triplet_embedding,country/country.00065,country,1,country/country.00065,country,1.0,1.0
triplet_embedding,country/country.00065,country,2,country/country.00067,country,0.9844813346862793,0.9844813346862793
triplet_embedding,country/country.00065,country,3,country/country.00023,country,0.9776496291160583,0.9690440893173218
triplet_embedding,country/country.00065,country,4,blues/blues.00056,blues,0.9583966135978699,0.9801348447799683
triplet_embedding,country/country.00065,country,5,blues/blues.00033,blues,0.9556970596313477,0.9838106036186218
triplet_embedding,country/country.00065,country,6,rock/rock.00011,rock,0.9379558563232422,0.9888254404067993
triplet_embedding,country/country.00065,country,7,rock/rock.00067,rock,0.9243742227554321,0.9708967804908752
triplet_embedding,country/country.00065,country,8,rock/rock.00081,rock,0.911376953125,0.9832680225372314
triplet_embedding,country/country.00065,country,9,rock/rock.00042,rock,0.9130193591117859,0.9838318824768066
triplet_embedding,country/country.00065,country,10,rock/rock.00018,rock,0.8785378336906433,0.9767240881919861
triplet_embedding,disco/disco.00043,disco,1,disco/disco.00043,disco,0.9999999403953552,1.0
triplet_embedding,disco/disco.00043,disco,2,disco/disco.00068,disco,0.9904083013534546,0.9904083013534546
triplet_embedding,disco/disco.00043,disco,3,disco/disco.00090,disco,0.9776872396469116,0.9801368713378906
triplet_embedding,disco/disco.00043,disco,4,rock/rock.00030,rock,0.9758155941963196,0.987150251865387
triplet_embedding,disco/disco.00043,disco,5,disco/disco.00096,disco,0.9597063064575195,0.9777602553367615
triplet_embedding,disco/disco.00043,disco,6,hiphop/hiphop.00007,hiphop,0.9496304988861084,0.9769020676612854
triplet_embedding,disco/disco.00043,disco,7,hiphop/hiphop.00029,hiphop,0.9404966831207275,0.9840525984764099
triplet_embedding,disco/disco.00043,disco,8,disco/disco.00061,disco,0.928001880645752,0.9897724390029907
triplet_embedding,disco/disco.00043,disco,9,reggae/reggae.00055,reggae,0.9213706851005554,0.990753173828125
triplet_embedding,disco/disco.00043,disco,10,reggae/reggae.00051,reggae,0.9085200428962708,0.991292417049408
triplet_embedding,hiphop/hiphop.00043,hiphop,1,hiphop/hiphop.00043,hiphop,1.0000001192092896,1.0
triplet_embedding,hiphop/hiphop.00043,hiphop,2,hiphop/hiphop.00063,hiphop,0.9843547344207764,0.9843547344207764
triplet_embedding,hiphop/hiphop.00043,hiphop,3,hiphop/hiphop.00029,hiphop,0.9712038040161133,0.989216685295105
triplet_embedding,hiphop/hiphop.00043,hiphop,4,hiphop/hiphop.00024,hiphop,0.9683725237846375,0.9897359609603882
triplet_embedding,hiphop/hiphop.00043,hiphop,5,reggae/reggae.00055,reggae,0.944670557975769,0.9883820414543152
triplet_embedding,hiphop/hiphop.00043,hiphop,6,hiphop/hiphop.00077,hiphop,0.9350106716156006,0.9849651455879211
triplet_embedding,hiphop/hiphop.00043,hiphop,7,disco/disco.00053,disco,0.9246407747268677,0.988868772983551
triplet_embedding,hiphop/hiphop.00043,hiphop,8,hiphop/hiphop.00027,hiphop,0.9069854617118835,0.9905739426612854
triplet_embedding,hiphop/hiphop.00043,hiphop,9,hiphop/hiphop.00086,hiphop,0.8948091268539429,0.9745895266532898
triplet_embedding,hiphop/hiphop.00043,hiphop,10,hiphop/hiphop.00094,hiphop,0.8838968276977539,0.9817004203796387
triplet_embedding,jazz/jazz.00086,jazz,1,jazz/jazz.00086,jazz,1.0000001192092896,1.0
triplet_embedding,jazz/jazz.00086,jazz,2,jazz/jazz.00011,jazz,0.9780117273330688,0.9780117273330688
triplet_embedding,jazz/jazz.00086,jazz,3,jazz/jazz.00031,jazz,0.961046576499939,0.9891520738601685
triplet_embedding,jazz/jazz.00086,jazz,4,jazz/jazz.00027,jazz,0.9400179982185364,0.9896132946014404
triplet_embedding,jazz/jazz.00086,jazz,5,jazz/jazz.00013,jazz,0.9245863556861877,0.9864363074302673
triplet_embedding,jazz/jazz.00086,jazz,6,blues/blues.00042,blues,0.8814468383789062,0.9615308046340942
triplet_embedding,jazz/jazz.00086,jazz,7,blues/blues.00044,blues,0.8561128973960876,0.9799133539199829
triplet_embedding,jazz/jazz.00086,jazz,8,blues/blues.00055,blues,0.8338568210601807,0.9811386466026306
triplet_embedding,jazz/jazz.00086,jazz,9,reggae/reggae.00021,reggae,0.8184205293655396,0.9818823337554932
triplet_embedding,jazz/jazz.00086,jazz,10,blues/blues.00054,blues,0.7764854431152344,0.9870726466178894
triplet_embedding,metal/metal.00008,metal,1,metal/metal.00008,metal,1.0000001192092896,1.0
triplet_embedding,metal/metal.00008,metal,2,metal/metal.00085,metal,0.9664325714111328,0.9664325714111328
triplet_embedding,metal/metal.00008,metal,3,metal/metal.00034,metal,0.965184211730957,0.9853034019470215
triplet_embedding,metal/metal.00008,metal,4,metal/metal.00094,metal,0.965184211730957,1.0000001192092896
triplet_embedding,metal/metal.00008,metal,5,metal/metal.00045,metal,0.9318243265151978,0.9681470990180969
triplet_embedding,metal/metal.00008,metal,6,metal/metal.00066,metal,0.9318243265151978,1.0000001192092896
triplet_embedding,metal/metal.00008,metal,7,metal/metal.00006,metal,0.8972660303115845,0.9749405980110168
triplet_embedding,metal/metal.00008,metal,8,metal/metal.00086,metal,0.873300313949585,0.9886540174484253
triplet_embedding,metal/metal.00008,metal,9,metal/metal.00042,metal,0.859860897064209,0.9848153591156006
triplet_embedding,metal/metal.00008,metal,10,metal/metal.00037,metal,0.8300244212150574,0.9869681596755981
triplet_embedding,pop/pop.00069,pop,1,pop/pop.00069,pop,1.0,1.0
triplet_embedding,pop/pop.00069,pop,2,rock/rock.00018,rock,0.9780417084693909,0.9780417084693909
triplet_embedding,pop/pop.00069,pop,3,metal/metal.00085,metal,0.9680712819099426,0.9717433452606201
triplet_embedding,pop/pop.00069,pop,4,metal/metal.00034,metal,0.9455857872962952,0.9853034019470215
triplet_embedding,pop/pop.00069,pop,5,metal/metal.00094,metal,0.9455857872962952,1.0000001192092896
triplet_embedding,pop/pop.00069,pop,6,metal/metal.00079,metal,0.9427850842475891,0.9851784706115723
triplet_embedding,pop/pop.00069,pop,7,metal/metal.00068,metal,0.9199252128601074,0.9838157892227173
triplet_embedding,pop/pop.00069,pop,8,metal/metal.00031,metal,0.909426748752594,0.9883936643600464
triplet_embedding,pop/pop.00069,pop,9,metal/metal.00032,metal,0.8835157752037048,0.9949033260345459
triplet_embedding,pop/pop.00069,pop,10,metal/metal.00042,metal,0.8790185451507568,0.9891120195388794
triplet_embedding,reggae/reggae.00020,reggae,1,reggae/reggae.00020,reggae,1.000000238418579,1.0
triplet_embedding,reggae/reggae.00020,reggae,2,reggae/reggae.00004,reggae,0.9866123795509338,0.9866123795509338
triplet_embedding,reggae/reggae.00020,reggae,3,reggae/reggae.00071,reggae,0.9743908047676086,0.9873163104057312
triplet_embedding,reggae/reggae.00020,reggae,4,reggae/reggae.00050,reggae,0.9641382694244385,0.9953603148460388
