track_id,label,label_index,x,y
blues/blues.00000,blues,0,5.4319754,-2.2240698
blues/blues.00001,blues,0,6.9512744,-2.363725
blues/blues.00002,blues,0,9.322404,-1.1535977
blues/blues.00003,blues,0,7.0193276,-2.302568
blues/blues.00004,blues,0,9.524861,-1.2110052
blues/blues.00005,blues,0,13.010487,-1.9369628
blues/blues.00006,blues,0,12.5088005,-2.362608
blues/blues.00007,blues,0,12.817957,-2.0192819
blues/blues.00008,blues,0,5.6023703,-2.2008052
blues/blues.00009,blues,0,7.3970995,-2.2223356
blues/blues.00010,blues,0,9.492408,-1.2508262
blues/blues.00011,blues,0,7.1749053,-2.420545
blues/blues.00012,blues,0,7.8428764,-1.8113933
blues/blues.00013,blues,0,6.6093116,-2.5809193
blues/blues.00014,blues,0,6.8937225,-2.6126087
blues/blues.00015,blues,0,6.8419023,-2.603667
blues/blues.00016,blues,0,6.1346884,-2.4843693
blues/blues.00017,blues,0,7.789953,-1.8579229
blues/blues.00018,blues,0,6.4502583,-2.5942838
blues/blues.00019,blues,0,7.197293,-2.1277015
blues/blues.00020,blues,0,6.627872,-2.572468
blues/blues.00021,blues,0,6.5055976,-2.5482454
blues/blues.00022,blues,0,6.867367,-2.6093097
blues/blues.00023,blues,0,6.5849953,-2.571013
blues/blues.00024,blues,0,6.077813,-2.3633132
blues/blues.00025,blues,0,6.900077,-2.534201
blues/blues.00026,blues,0,6.8627963,-2.608077
blues/blues.00027,blues,0,6.2138567,-2.4051373
blues/blues.00028,blues,0,5.669098,-2.287476
blues/blues.00029,blues,0,9.613562,-1.9696355
blues/blues.00030,blues,0,8.512928,-1.822477
blues/blues.00031,blues,0,8.111723,-1.5271993
blues/blues.00032,blues,0,7.8739614,-1.6078892
blues/blues.00033,blues,0,8.276568,-1.6902648
blues/blues.00034,blues,0,9.235903,-1.7997768
blues/blues.00035,blues,0,8.339217,-1.0965921
blues/blues.00036,blues,0,8.00969,-1.3804387
blues/blues.00037,blues,0,9.331591,-1.6512959
blues/blues.00038,blues,0,8.191125,-1.6639353
blues/blues.00039,blues,0,7.205209,-2.406559
blues/blues.00040,blues,0,6.015052,-2.0061378
blues/blues.00041,blues,0,5.9620705,-1.8575325
blues/blues.00042,blues,0,5.872435,-2.0851278
blues/blues.00043,blues,0,6.21694,-1.9445556
blues/blues.00044,blues,0,6.183998,-1.9206495
blues/blues.00045,blues,0,7.085007,-2.2311833
blues/blues.00046,blues,0,7.231974,-2.144698
blues/blues.00047,blues,0,6.871438,-0.65894735
blues/blues.00048,blues,0,5.6871467,-1.9329712
blues/blues.00049,blues,0,6.9320083,-0.68713886
blues/blues.00050,blues,0,6.043335,-1.723689
blues/blues.00051,blues,0,6.7570133,-0.50861925
blues/blues.00052,blues,0,7.7258606,-1.9218992
blues/blues.00053,blues,0,6.3267193,-1.850933
blues/blues.00054,blues,0,6.5105524,-1.8214619
blues/blues.00055,blues,0,6.33498,-1.9383873
blues/blues.00056,blues,0,8.277685,-1.5337598
blues/blues.00057,blues,0,6.6504726,-1.8613057
blues/blues.00058,blues,0,6.2460694,-1.8532331
blues/blues.00059,blues,0,6.104707,-1.9023888
blues/blues.00060,blues,0,6.4321327,-1.7077433
blues/blues.00061,blues,0,5.5228753,-0.8840086
blues/blues.00062,blues,0,9.108272,-1.6091653
blues/blues.00063,blues,0,6.031585,-1.7420897
blues/blues.00064,blues,0,5.797412,-0.31015378
blues/blues.00065,blues,0,5.54143,-1.6621832
blues/blues.00066,blues,0,9.044578,-1.6406149
blues/blues.00067,blues,0,5.659971,-1.6409026
blues/blues.00068,blues,0,5.9162893,-1.904441
blues/blues.00069,blues,0,5.4722924,-1.3835317
blues/blues.00070,blues,0,9.276107,-1.5154718
blues/blues.00071,blues,0,5.420901,-0.6890669
blues/blues.00072,blues,0,6.0041375,-0.12435804
blues/blues.00073,blues,0,7.174274,-0.16887778
