track_id,label,label_index,x,y
blues/blues.00000,blues,0,3.6786191,11.14992
blues/blues.00001,blues,0,4.465286,11.611177
blues/blues.00002,blues,0,3.9362276,10.694167
blues/blues.00003,blues,0,4.638912,11.545363
blues/blues.00004,blues,0,3.7421606,11.167147
blues/blues.00005,blues,0,5.6649647,11.658769
blues/blues.00006,blues,0,5.927071,11.630914
blues/blues.00007,blues,0,5.6585107,11.799522
blues/blues.00008,blues,0,4.1312933,10.796059
blues/blues.00009,blues,0,5.982597,11.571718
blues/blues.00010,blues,0,5.9230595,11.564213
blues/blues.00011,blues,0,4.8767223,11.567125
blues/blues.00012,blues,0,6.254194,11.601159
blues/blues.00013,blues,0,6.772615,11.562873
blues/blues.00014,blues,0,6.5518627,11.646889
blues/blues.00015,blues,0,6.545924,11.527279
blues/blues.00016,blues,0,6.605804,11.54266
blues/blues.00017,blues,0,6.490674,11.5970955
blues/blues.00018,blues,0,6.7686305,11.578771
blues/blues.00019,blues,0,6.486316,11.5959835
blues/blues.00020,blues,0,6.436025,11.532929
blues/blues.00021,blues,0,6.6257777,11.613899
blues/blues.00022,blues,0,6.6658607,11.4876585
blues/blues.00023,blues,0,6.668003,11.525731
blues/blues.00024,blues,0,6.685944,11.572491
blues/blues.00025,blues,0,6.7111382,11.543449
blues/blues.00026,blues,0,6.7541695,11.603869
blues/blues.00027,blues,0,6.6398783,11.453921
blues/blues.00028,blues,0,6.6995096,11.565218
blues/blues.00029,blues,0,6.09362,12.220302
blues/blues.00030,blues,0,6.024254,12.266061
blues/blues.00031,blues,0,6.0799794,12.281554
blues/blues.00032,blues,0,6.099005,12.242188
blues/blues.00033,blues,0,6.038128,12.258611
blues/blues.00034,blues,0,6.0971236,12.26608
blues/blues.00035,blues,0,5.977841,12.215115
blues/blues.00036,blues,0,6.1553063,12.205518
blues/blues.00037,blues,0,6.5747247,11.66272
blues/blues.00038,blues,0,6.0392914,12.264452
blues/blues.00039,blues,0,6.1106,12.135632
blues/blues.00040,blues,0,4.9714265,10.273492
blues/blues.00041,blues,0,3.958863,10.585007
blues/blues.00042,blues,0,5.0761795,10.4092045
blues/blues.00043,blues,0,3.9785912,10.534119
blues/blues.00044,blues,0,4.861975,10.461178
blues/blues.00045,blues,0,4.8862376,10.477096
blues/blues.00046,blues,0,4.809518,11.049847
blues/blues.00047,blues,0,4.8794074,10.693751
blues/blues.00048,blues,0,4.0434585,10.589327
blues/blues.00049,blues,0,4.772931,11.257725
blues/blues.00050,blues,0,4.0877357,10.741999
blues/blues.00051,blues,0,4.4810104,10.189424
blues/blues.00052,blues,0,4.620143,11.443329
blues/blues.00053,blues,0,4.3703046,10.432187
blues/blues.00054,blues,0,4.239799,10.540452
blues/blues.00055,blues,0,4.1694465,10.676289
blues/blues.00056,blues,0,4.6968994,11.296144
blues/blues.00057,blues,0,4.101701,10.74225
blues/blues.00058,blues,0,4.443022,10.768198
blues/blues.00059,blues,0,4.6669517,10.355041
blues/blues.00060,blues,0,4.410941,10.421137
blues/blues.00061,blues,0,4.8048296,9.992325
blues/blues.00062,blues,0,5.0472746,10.128906
blues/blues.00063,blues,0,5.00238,10.123937
blues/blues.00064,blues,0,4.637531,9.859819
blues/blues.00065,blues,0,4.92173,10.071084
blues/blues.00066,blues,0,5.0073223,10.137861
blues/blues.00067,blues,0,4.9001307,10.064608
blues/blues.00068,blues,0,4.7298865,9.873742
blues/blues.00069,blues,0,4.936429,10.07408
blues/blues.00070,blues,0,5.023036,10.1399145
blues/blues.00071,blues,0,4.6921935,9.874239
blues/blues.00072,blues,0,0.95946944,6.0602293
blues/blues.00073,blues,0,4.669811,9.92618
blues/blues.00074,blues,0,5.022606,10.124039
blues/blues.00075,blues,0,4.1108975,10.02961
blues/blues.00076,blues,0,4.7167325,9.914923
blues/blues.00077,blues,0,4.3735867,9.818967
blues/blues.00078,blues,0,4.4516435,9.801039
blues/blues.00079,blues,0,4.608901,9.793079
blues/blues.00080,blues,0,4.6156225,9.82646
blues/blues.00081,blues,0,4.643773,9.823707
blues/blues.00082,blues,0,4.4906883,9.774863
blues/blues.00083,blues,0,4.558393,9.823401
blues/blues.00084,blues,0,4.352018,9.837352
blues/blues.00085,blues,0,6.634303,11.5944395
blues/blues.00086,blues,0,4.7215066,11.52408
blues/blues.00087,blues,0,4.5282307,11.34041
blues/blues.00088,blues,0,4.7903767,11.673433
blues/blues.00089,blues,0,6.1444554,12.095099
blues/blues.00090,blues,0,4.6752934,11.386816
blues/blues.00091,blues,0,4.615018,11.530755
blues/blues.00092,blues,0,6.1516056,11.821046
blues/blues.00093,blues,0,6.090668,12.084892
blues/blues.00094,blues,0,6.636537,11.654602
blues/blues.00095,blues,0,4.5944686,11.396347
blues/blues.00096,blues,0,5.9602184,12.137491
blues/blues.00097,blues,0,4.4887505,11.306401
blues/blues.00098,blues,0,4.352807,9.872376
blues/blues.00099,blues,0,3.9459598,10.632365
classical/classical.00000,classical,1,12.161983,2.65809
classical/classical.00001,classical,1,12.417516,2.6700363
classical/classical.00002,classical,1,12.111725,2.6605406
classical/classical.00003,classical,1,12.440122,2.8237293
classical/classical.00004,classical,1,12.394385,2.9093995
classical/classical.00005,classical,1,12.633005,2.7245374
classical/classical.00006,classical,1,12.4287195,2.0350564
classical/classical.00007,classical,1,12.961685,2.4755764
classical/classical.00008,classical,1,13.059354,2.4256558
classical/classical.00009,classical,1,12.369434,2.1937199
classical/classical.00010,classical,1,13.088853,2.3943143
classical/classical.00011,classical,1,13.042099,1.7700654
classical/classical.00012,classical,1,12.5482435,2.583878
classical/classical.00013,classical,1,13.1044,2.4261556
classical/classical.00014,classical,1,12.895242,2.5160995
classical/classical.00015,classical,1,13.121676,2.2329247
classical/classical.00016,classical,1,13.137176,1.8853799
classical/classical.00017,classical,1,12.527667,2.7489877
classical/classical.00018,classical,1,13.434098,2.1668837
classical/classical.00019,classical,1,13.196157,1.9142331
classical/classical.00020,classical,1,13.023256,2.4148836
classical/classical.00021,classical,1,13.253461,2.3602235
classical/classical.00022,classical,1,12.589825,2.636754
classical/classical.00023,classical,1,12.937679,1.7164816
classical/classical.00024,classical,1,12.755094,2.460657
classical/classical.00025,classical,1,12.818217,2.279971
classical/classical.00026,classical,1,12.694623,2.5904758
classical/classical.00027,classical,1,12.408672,2.1334875
classical/classical.00028,classical,1,12.992736,2.4260626
classical/classical.00029,classical,1,13.187919,1.9417127
classical/classical.00030,classical,1,13.522393,2.238936
classical/classical.00031,classical,1,13.750026,2.4781005
classical/classical.00032,classical,1,13.040824,1.7635108
classical/classical.00033,classical,1,13.6326275,2.0412612
classical/classical.00034,classical,1,12.820683,2.5578039
classical/classical.00035,classical,1,13.755762,2.4751036
classical/classical.00036,classical,1,13.743792,2.1546767
classical/classical.00037,classical,1,13.451433,2.4549403
classical/classical.00038,classical,1,13.079196,1.8159903
classical/classical.00039,classical,1,13.828623,2.2226057
classical/classical.00040,classical,1,13.188294,1.8551666
classical/classical.00041,classical,1,13.36881,2.0537891
classical/classical.00042,classical,1,12.11694,2.593705
classical/classical.00043,classical,1,12.138415,2.6136966
classical/classical.00044,classical,1,12.309341,2.773942
classical/classical.00045,classical,1,12.1235285,2.707599
classical/classical.00046,classical,1,12.410703,2.160806
classical/classical.00047,classical,1,12.290116,2.2416348
classical/classical.00048,classical,1,12.074148,2.4706151
classical/classical.00049,classical,1,12.226649,2.3751397
classical/classical.00050,classical,1,12.989806,1.740162
classical/classical.00051,classical,1,12.971124,1.6800543
classical/classical.00052,classical,1,12.171741,2.6993551
classical/classical.00053,classical,1,12.045689,2.3949356
classical/classical.00054,classical,1,12.933775,1.703125
classical/classical.00055,classical,1,13.525386,2.0503206
classical/classical.00056,classical,1,12.271799,2.0828848
classical/classical.00057,classical,1,13.237829,2.4859262
classical/classical.00058,classical,1,12.284068,2.525113
classical/classical.00059,classical,1,12.160938,2.818528
classical/classical.00060,classical,1,12.202609,2.7469907
classical/classical.00061,classical,1,12.497026,2.88435
classical/classical.00062,classical,1,12.078826,2.8092418
classical/classical.00063,classical,1,13.62865,2.1588824
classical/classical.00064,classical,1,12.506474,2.759409
classical/classical.00065,classical,1,13.859405,2.3369272
classical/classical.00066,classical,1,13.848189,2.3102336
classical/classical.00067,classical,1,13.893669,2.2964568
classical/classical.00068,classical,1,12.761237,2.3573918
classical/classical.00069,classical,1,12.2507305,2.5407393
classical/classical.00070,classical,1,13.2985115,2.4570081
classical/classical.00071,classical,1,12.987723,2.4199433
classical/classical.00072,classical,1,12.560011,2.7260215
classical/classical.00073,classical,1,12.609086,2.757155
classical/classical.00074,classical,1,12.948976,2.5314543
classical/classical.00075,classical,1,13.566205,2.2932012
classical/classical.00076,classical,1,12.348347,2.3266218
classical/classical.00077,classical,1,13.507863,2.1010737
classical/classical.00078,classical,1,13.540696,2.1323245
classical/classical.00079,classical,1,13.828948,2.3389785
classical/classical.00080,classical,1,13.494283,2.0954125
classical/classical.00081,classical,1,12.395345,2.4203389
classical/classical.00082,classical,1,12.1110115,2.593469
classical/classical.00083,classical,1,12.598252,1.9205455
classical/classical.00084,classical,1,13.087116,1.8062768
classical/classical.00085,classical,1,12.717143,2.0511942
classical/classical.00086,classical,1,12.635308,2.481271
classical/classical.00087,classical,1,12.411063,2.0996482
classical/classical.00088,classical,1,13.146084,1.9105626
classical/classical.00089,classical,1,12.93013,2.6056323
classical/classical.00090,classical,1,13.124741,2.5946715
classical/classical.00091,classical,1,12.502928,2.8748453
classical/classical.00092,classical,1,12.472219,2.916415
classical/classical.00093,classical,1,13.726093,2.527345
classical/classical.00094,classical,1,12.37102,2.5507572
classical/classical.00095,classical,1,13.798781,2.5083857
classical/classical.00096,classical,1,12.725752,2.49812
classical/classical.00097,classical,1,13.775047,2.461421
classical/classical.00098,classical,1,12.408647,2.863059
classical/classical.00099,classical,1,12.273616,2.0947952
country/country.00000,country,2,0.28191665,6.8356237
country/country.00001,country,2,0.861839,6.0291934
country/country.00002,country,2,1.6113578,8.368086
country/country.00003,country,2,1.307669,7.5472302
country/country.00004,country,2,0.77321315,6.0106854
country/country.00005,country,2,0.68948334,6.3529873
country/country.00006,country,2,0.43972257,6.605123
country/country.00007,country,2,0.456917,6.5568647
country/country.00008,country,2,0.749626,5.9339886
country/country.00009,country,2,0.76492333,6.0118046
country/country.00010,country,2,1.5927993,7.7761917
country/country.00011,country,2,0.47439513,8.279266
country/country.00012,country,2,1.2376069,7.711876
country/country.00013,country,2,-0.32332253,7.698584
country/country.00014,country,2,-0.7740673,8.063944
country/country.00015,country,2,1.2273959,7.1131115
country/country.00016,country,2,1.7348821,7.375385
country/country.00017,country,2,1.1129063,7.0120306
country/country.00018,country,2,-0.17904603,7.3896117
country/country.00019,country,2,1.9117807,7.7473516
country/country.00020,country,2,0.95213383,7.9317145
country/country.00021,country,2,1.8577349,7.5284653
country/country.00022,country,2,1.668025,7.7867975
country/country.00023,country,2,0.90825653,8.01528
country/country.00024,country,2,1.7686799,8.099841
country/country.00025,country,2,1.2955354,7.4952984
country/country.00026,country,2,1.6276996,7.4355335
country/country.00027,country,2,1.3683728,7.1498804
country/country.00028,country,2,0.647182,7.017044
country/country.00029,country,2,1.8833086,7.622821
country/country.00030,country,2,2.1566045,7.3101716
country/country.00031,country,2,0.38909283,6.681916
country/country.00032,country,2,1.4116722,7.876167
country/country.00033,country,2,-0.12779224,7.5952487
country/country.00034,country,2,-0.48073754,7.866627
country/country.00035,country,2,-0.0011385154,7.014886
country/country.00036,country,2,1.465883,7.827084
country/country.00037,country,2,-0.13727026,6.871321
country/country.00038,country,2,-0.25865117,7.417499
country/country.00039,country,2,0.061115235,7.420327
country/country.00040,country,2,0.23991108,7.5210443
country/country.00041,country,2,-0.058042113,7.231441
country/country.00042,country,2,0.06942883,7.0105457
country/country.00043,country,2,-0.06478626,6.678077
country/country.00044,country,2,1.2343798,7.5442166
